reg_ts,user_id,country,entry_point,target
1735902009,2725,PT,android,0
1735902260,3327,TR,android,13162.113434081572
1735902347,3328,IT,android,0
1735902392,1148,BR,android,23.55914740636325
1735902498,1149,BR,android,0
1735902733,3329,PL,android,832.9748529616331
1735902941,3207,SK,android,0
1735904121,2637,DE,android,0
1735904234,3330,LT,android,0
1735904235,1150,TR,android,11.139525440142524
1735904433,1151,KZ,android,0
1735904671,4646,FR,ios,0
1735904756,1152,EG,android,76.4735015728289
1735904988,1153,FR,android,0
1735905492,1154,ES,android,0
1735905555,2726,FR,android,0
1735905567,1155,RS,android,0
1735905818,160,GB,android,116.268047714734
1735905962,1156,IN,android,0
1735906144,1157,DE,android,53.967093606861816
1735906161,535,ES,android,0
1735906172,1158,PL,android,0
1735906344,4647,FR,ios,0
1735906670,4861,DK,web,34.071576139421936
1735906858,1159,PK,android,0
1735907252,3331,KZ,android,0
1735907288,2638,DE,android,26.943077598546044
1735907320,1160,IN,android,0
1735907409,2639,RO,android,0
1735907869,3332,DE,android,0
1735908067,4423,IL,android,0
1735909446,1161,NO,android,0
1735909626,1545,GB,ios,97.1101820875511
1735910152,1546,BE,ios,0
1735910234,1162,FR,android,26.898612745164865
1735910234,3979,DE,android,0
1735910954,1163,DZ,android,0
1735911064,3980,SA,android,0
1735911088,3333,BR,android,0
1735911244,1164,MX,android,23.89910471115199
1735911348,1547,US,ios,832.4609858232737
1735911388,3334,TR,android,0
1735911591,536,PK,android,0
1735911792,2727,BG,android,27.527232202685738
1735911826,90,RO,android,1546.4586413781326
1735911841,4212,US,ios,24.401999584436417
1735911982,1165,HR,android,0
1735912026,3335,PL,android,30.648336773745473
1735912201,1166,AO,android,0
1735912337,49,CL,android,1175.9112293584888
1735912667,2728,ES,android,0
1735912672,4648,ES,ios,0
1735912934,1167,AO,android,0
1735912989,1168,VN,android,0
1735913098,1548,IT,ios,0
1735913486,3981,CH,android,0
1735913865,3336,HU,android,47.70492163830585
1735913964,2729,IN,android,0
1735914312,3337,FR,android,0
1735914315,1200,PE,android,0
1735914688,1201,IT,android,0
1735914737,3338,DE,android,0
1735914780,3339,ES,android,27.28040669438814
1735914790,2640,CI,android,0
1735914868,3340,FR,android,351.2320297152899
1735914997,8,US,android,1297.323977906704
1735915125,3208,NG,android,0
1735915187,3341,DE,android,26.8232664466644
1735915416,3342,DE,android,0
1735915485,4279,US,ios,73.20599875330925
1735915541,1202,GE,android,138.98602392807427
1735915721,142,DK,ios,741.5348954870138
1735915729,2730,IN,android,0
1735915756,3921,CH,ios,83.40831350164753
1735915802,537,KZ,android,0
1735915806,3343,FR,android,53.9173731905893
1735915967,2641,GB,android,87.89240885473228
1735916155,3344,NG,android,0
1735916213,4424,GH,android,23.97219027618859
1735916356,1203,CZ,android,0
1735916542,2731,DE,android,53.766344045210445
1735916625,1204,IN,android,0
1735917275,3345,DZ,android,0
1735917365,4425,IN,android,0
1735917452,4426,ZA,android,0
1735917649,1205,GB,android,521.1734546900008
1735917852,1206,BO,android,0
1735918050,1207,CO,android,146.3233761810425
1735918436,1208,US,android,24.450999583601952
1735919043,3346,BR,android,0
1735919126,1209,GR,android,27.391323221382113
1735919244,4427,IT,android,0
1735919468,3347,MA,android,0
1735919788,3348,AR,android,0
1735919869,1210,PL,android,30.637578094856266
1735919880,3349,ES,android,0
1735920445,3350,BR,android,0
1735920626,1211,GB,android,0
1735920772,3351,TR,android,0
1735921255,50,IT,android,1734.5215713396012
1735921506,3352,PE,android,0
1735921540,1212,BR,android,0
1735921618,2642,MX,android,0
1735921693,3353,SA,android,0
1735921719,4428,GB,android,29.28410020272161
1735921809,1213,BR,android,0
